Params,Error
"[28.29609891985841, 0.12623455991993648, 0.5059550550851567, 0.7454068394859027, 0.8962854330960731, 305.3634430762627, 0.8471944223149215, 0.7318450168406205]",'MixerSettler' object has no attribute '_inlet_cost'
"[21.364364279715495, 0.04694591013665993, 0.6345909930070238, 0.6362412285477316, 0.2358559884459328, 343.17292827128153, 0.6042778637928201, 0.016674890514298744]",list index out of range
"[21.66229168407789, 0.011538395469623156, 0.19699827582920784, 0.47204274480469893, 0.6545634895057653, 278.9751596698217, 0.16133752997691153, 0.8966164765279814]",list index out of range
"[8.188471986401794, 0.32970688217238486, 0.15037157156590117, 0.337143765590812, 0.5963498643245834, 273.048918297139, 0.4372051381576692, 0.42219498790485255]",'HXutility' object has no attribute '_inlet_cost'
"[46.61344234062018, 0.3908486222226457, 0.1036270324912453, 0.3840924068801117, 0.875474785321209, 288.5316742899103, 0.5725517599780042, 0.9265598109510371]",'HXutility' object has no attribute '_inlet_cost'
"[4.098432452321477, 0.9679370738155869, 0.19097090993746055, 0.8176415266009603, 0.8250531397700819, 278.1184619965494, 0.8098426685668016, 0.12609821643540356]",'MESHDistillation' object has no attribute '_inlet_cost'
"[45.02388931506525, 0.11154216078057283, 0.07105480349071844, 0.18224214784640538, 0.7071757033865659, 295.2643819865609, 0.70092799400105, 0.5446802107589588]",list index out of range
"[23.879476269287093, 0.4371192516146156, 0.29150780076741023, 0.8021806106518607, 0.09025922344507832, 314.7925422864308, 0.2885964688107632, 0.2162394536475442]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[40.332443757858826, 0.6067739633243288, 0.07744025317866451, 0.1435977705946735, 0.6590469925654935, 347.9955379740358, 0.37589221669564105, 0.13145860157236616]",'MESHDistillation' object has no attribute '_inlet_cost'
"[37.786672805217684, 0.2049209563937529, 0.5334875237922967, 0.25464474209414184, 0.6525763299608202, 339.73023598170676, 0.3288722153379026, 0.024802200594725]",list index out of range
"[42.03007866559728, 0.23952411810325086, 0.8248916435358544, 0.25721378307589143, 0.22081109739204188, 347.6774409070341, 0.8557423712062663, 0.008585679435877862]",list index out of range
"[35.9219505292382, 0.18734416558675704, 0.5791535061922487, 0.42501580801677247, 0.8544961763274627, 341.86023918132344, 0.47997417724550523, 0.28128777391277004]",'HXutility' object has no attribute '_inlet_cost'
"[13.27344867012277, 0.8472126599695298, 0.8320437564443495, 0.23071973316892022, 0.4758021521937309, 286.6466067941942, 0.7879234456980838, 0.7858894222152137]",'MESHDistillation' object has no attribute '_inlet_cost'
"[28.41101372186506, 0.9843616033933871, 0.9634676712065426, 0.9719789618767961, 0.5907827830246543, 304.89133261686055, 0.7273528367897212, 0.13981290052392348]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[49.308383488767035, 0.7820351628914816, 0.3759669077128297, 0.17629456869174698, 0.3519138356680148, 287.4288578115329, 0.362492142250304, 0.24253452951991392]",list index out of range
"[37.23086469734023, 0.6470130436354103, 0.12769092931788456, 0.7450012706828889, 0.6745248457526115, 308.4046790496451, 0.2198194643696617, 0.46841574496723215]",'HXutility' object has no attribute '_inlet_cost'
"[19.37659451070226, 0.26537538820995155, 0.8795986771064312, 0.6462356496473941, 0.5614510875944021, 331.82071153069086, 0.7378418064292727, 0.4755660716242501]",'HXutility' object has no attribute '_inlet_cost'
"[6.9917713718025665, 0.19778635602377764, 0.497526247898417, 0.5396973677914512, 0.6935799753584718, 306.72897789665905, 0.13538915623192802, 0.8495469956211579]",'MixerSettler' object has no attribute '_inlet_cost'
"[45.98155719005647, 0.25864810936352284, 0.14347431771167257, 0.4731430877267238, 0.6668947103479614, 297.2864620441558, 0.20089504806883515, 0.7306449752051415]",'MixerSettler' object has no attribute '_inlet_cost'
"[44.666605936940094, 0.19316654807892822, 0.027954685353719776, 0.9071011659744499, 0.8228899015199008, 273.15249196813033, 0.3880153237019726, 0.5242738898853063]",list index out of range
"[20.41110236722967, 0.15267885241119017, 0.7145438960511211, 0.21505309222602478, 0.3868396115426379, 324.00155797896105, 0.3189617810983298, 0.7312901866673489]",'MESHDistillation' object has no attribute '_inlet_cost'
"[12.20785552987258, 0.5005862008099824, 0.6068077798898616, 0.5486784288936396, 0.08880912316880206, 340.67097119046826, 0.5465984717009016, 0.3750438789758229]",list index out of range
"[26.98851193791491, 0.19007427807011895, 0.9937189006702711, 0.16874137922932653, 0.23678187270370987, 332.2158860524301, 0.16404971458384265, 0.4085356746607938]",list index out of range
"[6.379756737447801, 0.0345087105855988, 0.44742418046769333, 0.018086187958921564, 0.3294731314545651, 340.0211214425101, 0.7577385486189059, 0.3239864452464136]",list index out of range
"[38.69505663581106, 0.7710682832900766, 0.911083878311244, 0.23715899915178887, 0.27565958086244907, 336.4969651934283, 0.8118325657711112, 0.756544507169054]",list index out of range
"[21.867839530290155, 0.6107031983229426, 0.9858949637086476, 0.11208337260329661, 0.5795845898770392, 276.6328151494872, 0.10296475238440489, 0.7352664149916517]",'MixerSettler' object has no attribute '_inlet_cost'
"[13.908566242237299, 0.4957718059913103, 0.8001702474264798, 0.3307477980395698, 0.38840396856041876, 297.13851156400364, 0.7229616917286611, 0.7300284304209719]",'MESHDistillation' object has no attribute '_inlet_cost'
"[49.238897950524375, 0.0024119027566382066, 0.832157600658359, 0.34597946158592424, 0.012167117322018276, 274.54903749580694, 0.7005112311864997, 0.23898829045645892]",list index out of range
"[7.36862308775425, 0.4397253595780725, 0.5589475861671283, 0.22435958055611988, 0.1073433190660213, 328.9600562766571, 0.32254397412897673, 0.29417018543773416]",list index out of range
"[43.591284661985526, 0.5664528580476654, 0.6061926728911523, 0.7667799104213565, 0.027266552075716953, 321.63606709829327, 0.15864615736269885, 0.5919375952669551]",list index out of range
"[41.397397720599045, 0.41176798152327604, 0.19685448693895602, 0.15893909710784365, 0.20147590928547576, 328.89527037039755, 0.9984543978314153, 0.24275398409991747]",list index out of range
"[9.626454233405422, 0.18056064329258315, 0.03159149176746036, 0.7138203215841492, 0.8479320443321205, 284.5897539614133, 0.5441715325040615, 0.006922802410374856]",list index out of range
"[35.0020984499339, 0.6757383725754122, 0.765400933955098, 0.3801054706163356, 0.36367998216293795, 285.816554618615, 0.5400890681292334, 0.4357671693987015]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[43.06638222649713, 0.17320494241930823, 0.8042506037479411, 0.7607838800713422, 0.08307398522183693, 315.5752101165668, 0.21569125717809742, 0.2894324501426437]",'MESHDistillation' object has no attribute '_inlet_cost'
"[29.4394007283321, 0.6688890333383465, 0.9608146488267074, 0.9241763406030643, 0.23751826813123025, 340.99120783233417, 0.33456178888710464, 0.0037425710823157303]",list index out of range
"[37.333020252193386, 0.06110731194615943, 0.4912439588086731, 0.5284843091835667, 0.24181719509392915, 295.83190535450456, 0.7824282491480871, 0.031568807911190336]",'HXutility' object has no attribute '_inlet_cost'
"[14.934135268958354, 0.9087299603340306, 0.34597472209937485, 0.01692519234826995, 0.016945146382787594, 280.89682688873086, 0.2447643217883113, 0.8469384871136365]",list index out of range
"[11.043861149746856, 0.15695204646464964, 0.5273063648293757, 0.6693738073537564, 0.11758714868067073, 342.27207703923386, 0.22839122629585817, 0.7457098931877416]",'MESHDistillation' object has no attribute '_inlet_cost'
"[45.14038528403753, 0.28696560699019935, 0.8135131811700288, 0.4230107253645443, 0.674031787979865, 285.6511637755819, 0.7975571877906287, 0.0921368178965686]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[20.732714324923986, 0.9539534756310336, 0.6969383816438788, 0.9489274111398167, 0.7394511711809952, 303.83698623865735, 0.5053103621648398, 0.7524400309749187]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[49.045215918360334, 0.4664448918950935, 0.7103992486255691, 0.22732537964222857, 0.19590875829263849, 347.3612158723358, 0.9897344675863913, 0.19003610545149638]",list index out of range
"[17.58356111942395, 0.08389617902124152, 0.5847548212464798, 0.5780777313486154, 0.5517268536880225, 279.6570294560087, 0.7786672199761664, 0.7328010699729104]",'HXutility' object has no attribute '_inlet_cost'
"[35.19623004545536, 0.8289196074814026, 0.3948411507016686, 0.5703760031481576, 0.0692978930212556, 348.22190995852037, 0.7230945429670047, 0.6759434963554413]",list index out of range
"[36.89422916438915, 0.05171564702330024, 0.7967530846247005, 0.72754649864129, 0.6616865348326939, 303.49698196811187, 0.34089859793266974, 0.47962725252804433]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[25.65913314392981, 0.4804874616654251, 0.07611883339239461, 0.2885182410589581, 0.20706386715311256, 286.4786322639501, 0.48078873411204864, 0.8250674257698548]",list index out of range
"[39.59047023423525, 0.6582002853992366, 0.8973703824112959, 0.1479529084744319, 0.4277451743087009, 320.45527969336933, 0.8880080228877901, 0.6954324302288347]",list index out of range
"[29.137956520279428, 0.2869094410399706, 0.24070946404427226, 0.5619803045029665, 0.6293295715128716, 279.00639227757165, 0.1252204867282286, 0.9943979086538394]",'HXutility' object has no attribute '_inlet_cost'
"[48.54786116786763, 0.5204162031813861, 0.11636523766213476, 0.6447848930019232, 0.16123891709412252, 314.80813113124134, 0.7159315717291224, 0.31620617718631866]",'HXutility' object has no attribute '_inlet_cost'
"[32.91566082049198, 0.8686762353435256, 0.5517268134222995, 0.6550873862234653, 0.9956656547237118, 304.3620292405635, 0.29235251454180644, 0.000528717646964865]",list index out of range
"[16.211771831876245, 0.21859176556083945, 0.9312954067780825, 0.7130701666984253, 0.7158850214399902, 285.77377273051957, 0.9214507376511286, 0.028980056667059047]",'MESHDistillation' object has no attribute '_inlet_cost'
"[15.502801991724516, 0.10432310090216929, 0.48420982909135335, 0.1162026359222371, 0.7289591406283241, 305.95474815835274, 0.6865562304109327, 0.7567543865995188]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[14.626769291542452, 0.10357539869625386, 0.5692024277684754, 0.13771281135677077, 0.1018338185746282, 277.23692458023106, 0.3074574232841705, 0.34312503235779546]",list index out of range
"[20.6675290921147, 0.16251140022044358, 0.49405770185533704, 0.2417386789124718, 0.19502501016413154, 309.79483544400017, 0.755578497150848, 0.7784278592467783]",list index out of range
"[37.865248630881425, 0.3433363228314469, 0.6270227796400729, 0.01180093187241522, 0.5533847829492072, 320.4158209738726, 0.2445540043167613, 0.3013483312210364]",list index out of range
"[41.774320181124565, 0.9050632467260924, 0.9428341974392904, 0.2164522633932596, 0.22591904807104057, 294.6598064847656, 0.6182166586905571, 0.06074943330057233]",list index out of range
"[9.30913762924214, 0.48529174878062714, 0.07166696842609045, 0.7538076693933656, 0.09663319142511215, 290.34262237080833, 0.34073680687674507, 0.9866910286859124]",'MixerSettler' object has no attribute '_inlet_cost'
"[42.65054581971457, 0.888949315238324, 0.44077086028991413, 0.03935493951555986, 0.6434332631094499, 298.2050631790085, 0.015777631969386842, 0.4223376098858203]",list index out of range
"[6.504514750876951, 0.6339621829754394, 0.9230520378250261, 0.0790433704390929, 0.0760362933687328, 334.5781332623084, 0.16677115962751812, 0.3551470743734915]",list index out of range
"[28.926585962096727, 0.8716272154919585, 0.917140818744888, 0.225650874544635, 0.5963113149707288, 323.92466413686066, 0.40985871799411666, 0.05917728516060261]",'MESHDistillation' object has no attribute '_inlet_cost'
"[13.771004152345814, 0.1898874391095378, 0.10688028053588694, 0.7940303436649709, 0.0964187569981368, 339.34555613720124, 0.6882115676565345, 0.9868764755425891]",list index out of range
"[10.340774653019132, 0.935586986151572, 0.6377686208765144, 0.8677842362443265, 0.5195210470063449, 273.6234529498619, 0.3545663252381869, 0.044718263748427266]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[3.5138541379939885, 0.6739319944765743, 0.7452669471096074, 0.16918634289699427, 0.06363000484178583, 337.3952576037375, 0.9556104882890397, 0.7830387809461777]",list index out of range
"[5.827441064050705, 0.2258155736058475, 0.40085390682710575, 0.4928699819307751, 0.5606082795569465, 301.1458152644583, 0.6643794358771484, 0.06951708810153129]",'HXutility' object has no attribute '_inlet_cost'
"[9.625145301068903, 0.9142211864616402, 0.9349110446145313, 0.2797129309527521, 0.07201726420438502, 306.05726933615324, 0.03573069502994646, 0.04563109686213932]",list index out of range
"[46.189456996076956, 0.3114347718749787, 0.6678387260406534, 0.27011871658512604, 0.039879059748903, 332.62779488254284, 0.715669961231154, 0.4603828049870927]",list index out of range
"[4.117928793680054, 0.96928514074823, 0.38468108062397566, 0.5968940086908074, 0.1568425331610747, 323.41207963728255, 0.7024419511665063, 0.5982899534675284]",'MESHDistillation' object has no attribute '_inlet_cost'
"[11.45266079071583, 0.10365547134488926, 0.7002605237914404, 0.12674018578908858, 0.340993383506818, 325.8144338419771, 0.24354727146187805, 0.6441332932130149]",list index out of range
"[38.07390216323755, 0.005205957270634838, 0.05658628589780572, 0.7943613647852116, 0.8293114319108625, 299.29815759773146, 0.5656128800306158, 0.7178086223984271]",list index out of range
"[18.00725357206487, 0.8173515610942246, 0.762327845303273, 0.9677205046529178, 0.2061956427150068, 279.69667821502117, 0.22754562016165747, 0.2299504143175582]",'MESHDistillation' object has no attribute '_inlet_cost'
"[29.037785721502445, 0.03634373986513218, 0.17020497924501307, 0.28519135560334014, 0.08812379762777203, 342.35781554230016, 0.9753958513020458, 0.7851197284674929]",list index out of range
"[35.5464425333917, 0.2979999684574937, 0.22511962223282345, 0.6973747274049571, 0.6794856936233588, 304.2513459200146, 0.03700528950057761, 0.7090177587996629]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[30.55170948487581, 0.46095327063307767, 0.09260671898758979, 0.5558187512087406, 0.32224157147353344, 309.8167710769068, 0.5183376554710724, 0.7684431771751211]",'HXutility' object has no attribute '_inlet_cost'
"[2.232626355423469, 0.17136337150523773, 0.20468369687635257, 0.395778935164875, 0.8666302270510451, 276.1120809206113, 0.6652117406461457, 0.47212565282502017]",list index out of range
"[36.1983706797918, 0.0906686038337943, 0.5326303731536625, 0.07000053663714068, 0.38363788912818264, 347.23497872510666, 0.29080984416252964, 0.6621000490293968]",list index out of range
"[7.595077860460219, 0.7468817723837873, 0.7396003986171926, 0.13905140157870377, 0.14112230543773807, 303.12166408758276, 0.8100982306118701, 0.8418040318662754]",list index out of range
